,user_id,id,action_rating,technical_correctness,aesthetic_appeal,action_not_recognized,file_created_at,filename
17,kauw2915,1fa3bcbb-b059-4a57-949b-708d031e7ab4,1.0,1.0,1.0,False,2025-10-18 17:18:15.456389,kauw2915_1fa3bcbb-b059-4a57-949b-708d031e7ab4.json
18,kauw2915,3449eec8-3ed2-467b-9496-1a2a6c453a0c,3.0,3.0,2.0,False,2025-10-15 10:27:57.000000,kauw2915_3449eec8-3ed2-467b-9496-1a2a6c453a0c.json
19,mana12312,276daf0d-fcbd-4fc4-af7c-a7413c9e3c89,,,,True,2025-10-15 11:14:46.000000,mana12312_276daf0d-fcbd-4fc4-af7c-a7413c9e3c89.json
20,mana12312,52a2570b-c659-42de-bb3c-d24c575c8aec,3.0,5.0,2.0,False,2025-10-16 11:31:35.000000,mana12312_52a2570b-c659-42de-bb3c-d24c575c8aec.json
21,anma2416,158f11b8-d587-4e07-84ca-2384567cd446,4.0,4.0,3.0,False,2025-10-18 17:18:15.397916,anma2416_158f11b8-d587-4e07-84ca-2384567cd446.json
22,hüan04,017615dc-243f-4b9b-90fe-39a8624ff688,3.0,4.0,3.0,False,2025-10-09 15:53:57.000000,hüan04_017615dc-243f-4b9b-90fe-39a8624ff688.json
23,mana12312,67121468-046d-4e99-88c9-0ffefbd14208,2.0,5.0,1.0,False,2025-10-15 11:32:24.000000,mana12312_67121468-046d-4e99-88c9-0ffefbd14208.json
24,clpe1410,0c555092-3081-4e2e-af07-c5c7342f56fe,5.0,2.0,3.0,False,2025-10-18 17:18:15.423232,clpe1410_0c555092-3081-4e2e-af07-c5c7342f56fe.json
25,kauw2915,0d9f73dd-2162-4f48-ac7e-64fff9911473,,,,True,2025-10-18 17:18:15.483432,kauw2915_0d9f73dd-2162-4f48-ac7e-64fff9911473.json
26,anma2416,1367ce9a-68c8-4697-a644-983db4ee3829,1.0,2.0,4.0,False,2025-10-18 17:18:15.417728,anma2416_1367ce9a-68c8-4697-a644-983db4ee3829.json
27,mana12312,0d879261-7cf8-4294-9d16-ed8c872b0c01,2.0,1.0,1.0,False,2025-10-15 11:08:12.000000,mana12312_0d879261-7cf8-4294-9d16-ed8c872b0c01.json
28,mana12312,89826f41-ee2f-4c2d-8713-dc22d588c9a8,1.0,1.0,1.0,False,2025-10-16 11:48:49.000000,mana12312_89826f41-ee2f-4c2d-8713-dc22d588c9a8.json
29,hüan04,23c5abf9-647b-4bd4-9f4b-e68381e18831,,,,True,2025-10-09 17:19:28.000000,hüan04_23c5abf9-647b-4bd4-9f4b-e68381e18831.json
30,hüan04,2541577f-83c0-42ae-9d71-e70411f210e2,7.0,7.0,5.0,False,2025-10-09 17:23:29.000000,hüan04_2541577f-83c0-42ae-9d71-e70411f210e2.json
31,anma2416,e2637792-2b69-4f15-ab6c-2cefea063798,3.0,2.0,3.0,False,2025-10-16 14:03:37.000000,anma2416_e2637792-2b69-4f15-ab6c-2cefea063798.json
32,anma2416,cc627f61-9c32-4d38-a643-cbe3c65f4614,3.0,3.0,3.0,False,2025-10-16 13:55:28.000000,anma2416_cc627f61-9c32-4d38-a643-cbe3c65f4614.json
33,mana12312,189e19bd-c48a-43c6-ac63-9641be751033,2.0,4.0,1.0,False,2025-10-16 11:10:23.000000,mana12312_189e19bd-c48a-43c6-ac63-9641be751033.json
34,mana12312,3cb7aa52-063e-4b94-970f-3f39896a4334,2.0,4.0,1.0,False,2025-10-16 11:24:23.000000,mana12312_3cb7aa52-063e-4b94-970f-3f39896a4334.json
35,hüan04,12098082-6c02-4ff4-bf27-6a9e0748644c,,,,True,2025-10-09 16:40:21.000000,hüan04_12098082-6c02-4ff4-bf27-6a9e0748644c.json
36,sude306,2bb7fafa-61da-43ff-aa7a-8bcc6a85b76d,2.0,6.0,2.0,False,2025-10-10 16:26:53.000000,sude306_2bb7fafa-61da-43ff-aa7a-8bcc6a85b76d.json
37,kauw2915,1e5288d4-3fd9-49aa-a5c7-0d26af01c872,1.0,5.0,1.0,False,2025-10-18 17:18:15.457248,kauw2915_1e5288d4-3fd9-49aa-a5c7-0d26af01c872.json
38,kauw2915,0a6ff473-fc90-49e3-976e-8657e404ef65,,,,True,2025-10-18 17:18:15.480943,kauw2915_0a6ff473-fc90-49e3-976e-8657e404ef65.json
39,kauw2915,8a9afb12-06b6-43b0-88ee-1871e993a5b1,1.0,3.0,1.0,False,2025-10-15 10:50:24.000000,kauw2915_8a9afb12-06b6-43b0-88ee-1871e993a5b1.json
40,mana12312,5dd01edd-6ba6-4545-b977-8cb2e5a95967,,,,True,2025-10-16 11:34:28.000000,mana12312_5dd01edd-6ba6-4545-b977-8cb2e5a95967.json
41,anma2416,2a28d54d-5967-4f94-a85e-eab4941a21ff,,,,True,2025-10-15 13:34:59.000000,anma2416_2a28d54d-5967-4f94-a85e-eab4941a21ff.json
42,kauw2915,1eec1127-3ab1-4461-be85-2ce3428fe997,1.0,3.0,1.0,False,2025-10-18 17:18:15.473298,kauw2915_1eec1127-3ab1-4461-be85-2ce3428fe997.json
43,anma2416,e13bde27-1617-44ac-b58d-12711ac99dfe,3.0,1.0,1.0,False,2025-10-16 14:02:18.000000,anma2416_e13bde27-1617-44ac-b58d-12711ac99dfe.json
44,anma2416,710d0580-fab6-4947-a619-37e732d7abb3,4.0,2.0,3.0,False,2025-10-15 14:05:14.000000,anma2416_710d0580-fab6-4947-a619-37e732d7abb3.json
45,mana12312,804fe050-67ca-4bbe-a04b-f5cad5beed34,3.0,4.0,2.0,False,2025-10-16 11:44:25.000000,mana12312_804fe050-67ca-4bbe-a04b-f5cad5beed34.json
46,kauw2915,252e5c32-4501-4128-afc3-68523eb37ac8,1.0,1.0,1.0,False,2025-10-18 17:18:15.482605,kauw2915_252e5c32-4501-4128-afc3-68523eb37ac8.json
47,sude306,49817b46-95b8-4c8b-a28b-964a7a28620d,2.0,5.0,3.0,False,2025-10-10 16:55:33.000000,sude306_49817b46-95b8-4c8b-a28b-964a7a28620d.json
48,kauw2915,2103b209-97a0-4899-a3f9-3901920d2608,1.0,1.0,1.0,False,2025-10-18 17:18:15.459191,kauw2915_2103b209-97a0-4899-a3f9-3901920d2608.json
49,hüan04,03062a41-b6ab-454d-a2f3-c162beb5d962,5.0,4.0,4.0,False,2025-10-09 16:00:32.000000,hüan04_03062a41-b6ab-454d-a2f3-c162beb5d962.json
50,hüan04,225e8aaa-b285-444e-9fa4-e5aa19c34eb8,4.0,5.0,3.0,False,2025-10-09 17:15:39.000000,hüan04_225e8aaa-b285-444e-9fa4-e5aa19c34eb8.json
51,kauw2915,04a29e97-f6c9-4ae1-ade8-c44e17330ce6,2.0,,,True,2025-10-18 17:18:15.465062,kauw2915_04a29e97-f6c9-4ae1-ade8-c44e17330ce6.json
52,anma2416,90df2e38-668b-4298-b121-1e4aeef4ca69,3.0,2.0,4.0,False,2025-10-16 13:26:43.000000,anma2416_90df2e38-668b-4298-b121-1e4aeef4ca69.json
53,kauw2915,3bc8f03d-0bfe-4006-b307-32fdb1c92b14,1.0,4.0,1.0,False,2025-10-15 10:29:43.000000,kauw2915_3bc8f03d-0bfe-4006-b307-32fdb1c92b14.json
54,anma2416,76ec96f8-6476-4b9e-9c6d-52a6d96d1ddb,4.0,2.0,3.0,False,2025-10-16 13:14:11.000000,anma2416_76ec96f8-6476-4b9e-9c6d-52a6d96d1ddb.json
55,mana12312,2d8f5260-c2ab-40fc-8c02-fa8ee1046dd7,,,,True,2025-10-15 11:15:58.000000,mana12312_2d8f5260-c2ab-40fc-8c02-fa8ee1046dd7.json
56,sude306,248cd903-7053-4335-8232-f0937b4632d8,2.0,5.0,2.0,False,2025-10-10 16:19:35.000000,sude306_248cd903-7053-4335-8232-f0937b4632d8.json
57,mana12312,67cd3c70-cbb5-4fc1-9e4b-1f3e12191dc2,,,,True,2025-10-15 11:33:21.000000,mana12312_67cd3c70-cbb5-4fc1-9e4b-1f3e12191dc2.json
58,kauw2915,1af94a8d-cb50-4d93-96e1-19fa1ae154fb,1.0,3.0,1.0,False,2025-10-18 17:18:15.498284,kauw2915_1af94a8d-cb50-4d93-96e1-19fa1ae154fb.json
59,kauw2915,a2b48fc7-3c48-4144-b117-89b73791470f,1.0,3.0,1.0,False,2025-10-15 10:56:44.000000,kauw2915_a2b48fc7-3c48-4144-b117-89b73791470f.json
60,sude306,195a6610-549e-40dd-81c6-b85f8ac9e3a1,3.0,1.0,2.0,False,2025-10-10 16:10:09.000000,sude306_195a6610-549e-40dd-81c6-b85f8ac9e3a1.json
61,hüan04,10ccd5fb-e145-4f7c-8034-a6038e5542e0,,,,True,2025-10-09 16:37:56.000000,hüan04_10ccd5fb-e145-4f7c-8034-a6038e5542e0.json
62,clpe1410,0b134d50-24aa-4634-b0f8-02a19dbeeb33,4.0,5.0,4.0,False,2025-10-18 17:18:15.432192,clpe1410_0b134d50-24aa-4634-b0f8-02a19dbeeb33.json
63,hüan04,1845568e-8b58-441e-8bc7-7474ff26440e,2.0,4.0,2.0,False,2025-10-09 16:54:16.000000,hüan04_1845568e-8b58-441e-8bc7-7474ff26440e.json
64,sude306,19a6d7f9-dee8-47a6-8b54-610e33a63c9e,3.0,4.0,4.0,False,2025-10-10 16:10:33.000000,sude306_19a6d7f9-dee8-47a6-8b54-610e33a63c9e.json
65,hüan04,14c268a1-3e60-48df-a248-5d9587a03aaa,,,,True,2025-10-09 16:46:58.000000,hüan04_14c268a1-3e60-48df-a248-5d9587a03aaa.json
66,anma2416,e2706d26-f8c6-40f8-a627-7dee4d67d9c0,,,,True,2025-10-16 14:03:47.000000,anma2416_e2706d26-f8c6-40f8-a627-7dee4d67d9c0.json
67,mana12312,117ce252-5e6a-4e86-ad73-0be20682921f,,,,True,2025-10-15 11:08:57.000000,mana12312_117ce252-5e6a-4e86-ad73-0be20682921f.json
68,sude306,115292b6-5724-4cf0-89a4-cd3e85e499f7,4.0,2.0,3.0,False,2025-10-10 16:02:25.000000,sude306_115292b6-5724-4cf0-89a4-cd3e85e499f7.json
69,anma2416,be63b092-170b-48b7-838a-b77c0b4fb452,1.0,1.0,1.0,False,2025-10-16 13:51:29.000000,anma2416_be63b092-170b-48b7-838a-b77c0b4fb452.json
70,kauw2915,06995171-c1cb-408b-8c30-d10579bae34c,3.0,1.0,1.0,False,2025-10-18 17:18:15.483123,kauw2915_06995171-c1cb-408b-8c30-d10579bae34c.json
71,hüan04,0cdf35c1-7eb5-45b9-875e-0e1fefa25383,3.0,3.0,3.0,False,2025-10-09 16:28:03.000000,hüan04_0cdf35c1-7eb5-45b9-875e-0e1fefa25383.json
72,kauw2915,76d6f6f2-c894-449f-9971-dc9fa7299a9b,1.0,1.0,1.0,False,2025-10-15 10:44:43.000000,kauw2915_76d6f6f2-c894-449f-9971-dc9fa7299a9b.json
73,clpe1410,0deb66f0-7e2a-4507-8a27-0b89a56941f4,4.0,2.0,4.0,False,2025-10-18 17:18:15.421787,clpe1410_0deb66f0-7e2a-4507-8a27-0b89a56941f4.json
74,kauw2915,1367ce9a-68c8-4697-a644-983db4ee3829,1.0,6.0,3.0,False,2025-10-18 17:18:15.499575,kauw2915_1367ce9a-68c8-4697-a644-983db4ee3829.json
75,hüan04,1eec1127-3ab1-4461-be85-2ce3428fe997,2.0,6.0,2.0,False,2025-10-09 17:09:35.000000,hüan04_1eec1127-3ab1-4461-be85-2ce3428fe997.json
76,kauw2915,830280e6-421b-47fd-80ae-1093ce80be8f,2.0,1.0,1.0,False,2025-10-15 10:48:33.000000,kauw2915_830280e6-421b-47fd-80ae-1093ce80be8f.json
77,kauw2915,0fc4bede-64d9-4993-a3b7-1ad077e0fe53,1.0,3.0,1.0,False,2025-10-18 17:18:15.468583,kauw2915_0fc4bede-64d9-4993-a3b7-1ad077e0fe53.json
78,clpe1410,05abe3d6-b7f8-4354-b033-7a10aa0202b7,4.0,2.0,4.0,False,2025-10-18 17:18:15.440819,clpe1410_05abe3d6-b7f8-4354-b033-7a10aa0202b7.json
79,mana12312,3bd84b20-2ee1-4411-9060-3f3df340fa80,,,,True,2025-10-15 11:21:25.000000,mana12312_3bd84b20-2ee1-4411-9060-3f3df340fa80.json
80,anma2416,999fe43b-9364-46b1-ac95-05c207742ef6,5.0,2.0,4.0,False,2025-10-16 13:33:24.000000,anma2416_999fe43b-9364-46b1-ac95-05c207742ef6.json
81,mana12312,8a7f65b1-56fd-45c4-9888-d41d7aca5743,4.0,5.0,4.0,False,2025-10-16 11:49:28.000000,mana12312_8a7f65b1-56fd-45c4-9888-d41d7aca5743.json
82,anma2416,8eeb7f86-1cc9-4a2d-b536-c676d00e04e9,2.0,5.0,4.0,False,2025-10-16 13:25:21.000000,anma2416_8eeb7f86-1cc9-4a2d-b536-c676d00e04e9.json
83,anma2416,ecd586fe-ca06-482a-ae24-6e571eec3ff7,3.0,2.0,2.0,False,2025-10-16 14:07:08.000000,anma2416_ecd586fe-ca06-482a-ae24-6e571eec3ff7.json
84,anma2416,0cdf35c1-7eb5-45b9-875e-0e1fefa25383,5.0,2.0,4.0,False,2025-10-18 17:18:15.401973,anma2416_0cdf35c1-7eb5-45b9-875e-0e1fefa25383.json
85,clpe1410,0f3e6f3d-a798-4a58-b2bb-080084565665,3.0,4.0,2.0,False,2025-10-18 17:18:15.435836,clpe1410_0f3e6f3d-a798-4a58-b2bb-080084565665.json
86,mana12312,12318d36-359d-4322-9b36-c4cf38935357,3.0,1.0,1.0,False,2025-10-16 11:07:13.000000,mana12312_12318d36-359d-4322-9b36-c4cf38935357.json
87,hüan04,21638249-12b6-4016-af55-6699a4a869e9,2.0,1.0,,True,2025-10-09 17:12:54.000000,hüan04_21638249-12b6-4016-af55-6699a4a869e9.json
88,kauw2915,30cd812c-8c04-4f62-a87d-a7c50cd61de7,,,,True,2025-10-15 10:26:00.000000,kauw2915_30cd812c-8c04-4f62-a87d-a7c50cd61de7.json
89,mana12312,69de6e0a-7c73-4b48-80ee-b771e4825d14,3.0,5.0,2.0,False,2025-10-16 11:38:00.000000,mana12312_69de6e0a-7c73-4b48-80ee-b771e4825d14.json
90,hüan04,0715ea3c-ac58-4079-b65b-8518f9fca771,3.0,7.0,2.0,False,2025-10-09 16:11:33.000000,hüan04_0715ea3c-ac58-4079-b65b-8518f9fca771.json
91,clpe1410,08ce1b73-b526-4faa-b440-f318203125d1,,,,True,2025-10-18 17:18:15.433350,clpe1410_08ce1b73-b526-4faa-b440-f318203125d1.json
92,mana12312,24bbf4ab-9fbb-43da-804b-24611fc6dc94,5.0,4.0,3.0,False,2025-10-16 11:17:16.000000,mana12312_24bbf4ab-9fbb-43da-804b-24611fc6dc94.json
93,anma2416,c006c0a1-9d0f-4af4-ae18-91f9607da101,4.0,5.0,5.0,False,2025-10-16 13:51:53.000000,anma2416_c006c0a1-9d0f-4af4-ae18-91f9607da101.json
94,mana12312,4217777e-eb73-4179-af48-2ca97e1386e1,,,,True,2025-10-16 11:26:36.000000,mana12312_4217777e-eb73-4179-af48-2ca97e1386e1.json
95,hüan04,12de99bb-ae71-4eb7-b416-d3205689a3cb,,,,True,2025-10-09 16:41:42.000000,hüan04_12de99bb-ae71-4eb7-b416-d3205689a3cb.json
96,hüan04,0bdc9973-966c-4d58-8a8a-ee4d76601180,4.0,2.0,3.0,False,2025-10-09 16:23:10.000000,hüan04_0bdc9973-966c-4d58-8a8a-ee4d76601180.json
97,kauw2915,5ad60221-9c63-4324-991f-dcebfad7adc2,1.0,3.0,1.0,False,2025-10-15 10:36:42.000000,kauw2915_5ad60221-9c63-4324-991f-dcebfad7adc2.json
98,mana12312,1e9f2c12-eeaa-444c-b9fa-95a66a6e9f64,,,,True,2025-10-16 11:13:08.000000,mana12312_1e9f2c12-eeaa-444c-b9fa-95a66a6e9f64.json
99,anma2416,16521750-8e59-481e-bd12-9581ac05bb61,5.0,5.0,5.0,False,2025-10-18 17:18:15.385722,anma2416_16521750-8e59-481e-bd12-9581ac05bb61.json
100,giha3022,4af0068a-253a-44e2-a01e-0eab52c19065,,,,True,2025-10-18 18:00:03.317492,giha3022_4af0068a-253a-44e2-a01e-0eab52c19065.json
101,kauw2915,1daef36f-3175-479b-98b4-186148fce0f5,2.0,5.0,3.0,False,2025-10-18 17:18:15.481307,kauw2915_1daef36f-3175-479b-98b4-186148fce0f5.json
102,mana12312,0e220a17-e495-46b2-a794-a0b9e24c988c,2.0,5.0,1.0,False,2025-10-16 11:06:02.000000,mana12312_0e220a17-e495-46b2-a794-a0b9e24c988c.json
103,hüan04,1773e0e4-0fdb-40eb-90d0-c70f6d0e2b7a,1.0,1.0,1.0,False,2025-10-09 16:53:10.000000,hüan04_1773e0e4-0fdb-40eb-90d0-c70f6d0e2b7a.json
104,kauw2915,484a9c78-7f8e-4de9-822c-8c0a35fe1f4e,1.0,3.0,1.0,False,2025-10-15 10:32:54.000000,kauw2915_484a9c78-7f8e-4de9-822c-8c0a35fe1f4e.json
105,sude306,0f176a09-2259-4657-9b5e-ecd4a3aa4997,3.0,5.0,2.0,False,2025-10-10 16:01:18.000000,sude306_0f176a09-2259-4657-9b5e-ecd4a3aa4997.json
106,mana12312,21b33469-7a8a-4dca-b97d-6f1b44769434,,,,True,2025-10-15 11:13:14.000000,mana12312_21b33469-7a8a-4dca-b97d-6f1b44769434.json
107,kauw2915,7accdf7f-4048-4c48-b251-bd62a24b4b56,1.0,1.0,1.0,False,2025-10-15 10:45:50.000000,kauw2915_7accdf7f-4048-4c48-b251-bd62a24b4b56.json
108,kauw2915,0d879261-7cf8-4294-9d16-ed8c872b0c01,1.0,1.0,1.0,False,2025-10-18 17:18:15.449164,kauw2915_0d879261-7cf8-4294-9d16-ed8c872b0c01.json
109,mana12312,1b4d3bb6-c805-40ae-9cd8-2dae4b569914,,,,True,2025-10-16 11:12:19.000000,mana12312_1b4d3bb6-c805-40ae-9cd8-2dae4b569914.json
110,kauw2915,09046541-0097-446a-a446-fe49edcb06b9,1.0,3.0,1.0,False,2025-10-18 17:18:15.455391,kauw2915_09046541-0097-446a-a446-fe49edcb06b9.json
111,anma2416,117ce252-5e6a-4e86-ad73-0be20682921f,5.0,3.0,4.0,False,2025-10-18 17:18:15.388118,anma2416_117ce252-5e6a-4e86-ad73-0be20682921f.json
112,anma2416,2bdc8133-ac12-45f1-9104-882873efa7bf,3.0,4.0,2.0,False,2025-10-15 13:35:18.000000,anma2416_2bdc8133-ac12-45f1-9104-882873efa7bf.json
113,anma2416,0404ab4f-3409-4e48-8b34-b57ea5575866,4.0,5.0,5.0,False,2025-10-18 17:18:15.405933,anma2416_0404ab4f-3409-4e48-8b34-b57ea5575866.json
114,anma2416,0cd21918-6d25-4eab-9f82-8869976bba7f,5.0,2.0,4.0,False,2025-10-18 17:18:15.402493,anma2416_0cd21918-6d25-4eab-9f82-8869976bba7f.json
115,mana12312,5bafe624-8318-4487-a73b-a83bdc2af366,,,,True,2025-10-15 11:28:19.000000,mana12312_5bafe624-8318-4487-a73b-a83bdc2af366.json
116,mana12312,2fbe227f-3a2b-470a-a6e7-76b7e7e236c7,,,,True,2025-10-15 11:16:22.000000,mana12312_2fbe227f-3a2b-470a-a6e7-76b7e7e236c7.json
117,mana12312,307db2bf-d8f1-4e19-bc07-3f152dc001c8,4.0,3.0,2.0,False,2025-10-16 11:20:45.000000,mana12312_307db2bf-d8f1-4e19-bc07-3f152dc001c8.json
118,hüan04,236a831e-f183-4afb-819c-393380c83911,4.0,6.0,4.0,False,2025-10-09 17:17:58.000000,hüan04_236a831e-f183-4afb-819c-393380c83911.json
119,sude306,177878ad-a4a2-4cec-a249-77f17c4b9883,5.0,5.0,3.0,False,2025-10-10 16:07:17.000000,sude306_177878ad-a4a2-4cec-a249-77f17c4b9883.json
120,hüan04,1939738a-0437-46fd-b35c-228faeef2e75,4.0,5.0,2.0,False,2025-10-09 16:56:59.000000,hüan04_1939738a-0437-46fd-b35c-228faeef2e75.json
121,anma2416,4313887b-ebc9-40b3-a2b1-e084cbc7bb21,2.0,3.0,1.0,False,2025-10-15 13:42:20.000000,anma2416_4313887b-ebc9-40b3-a2b1-e084cbc7bb21.json
122,kauw2915,8b19f524-247b-442d-89c3-472edfc1aa01,2.0,4.0,2.0,False,2025-10-15 10:50:41.000000,kauw2915_8b19f524-247b-442d-89c3-472edfc1aa01.json
123,mana12312,1b1cc6c8-9a34-437e-940d-7c7944e5a989,3.0,3.0,2.0,True,2025-10-16 11:11:38.000000,mana12312_1b1cc6c8-9a34-437e-940d-7c7944e5a989.json
124,hüan04,02cb69e0-5755-4f5b-b77b-4f0aeef87181,1.0,2.0,2.0,False,2025-10-09 15:59:39.000000,hüan04_02cb69e0-5755-4f5b-b77b-4f0aeef87181.json
125,hüan04,02192f8c-c343-41a2-b244-16423f2f56fa,5.0,2.0,2.0,False,2025-10-09 15:56:07.000000,hüan04_02192f8c-c343-41a2-b244-16423f2f56fa.json
126,clpe1410,13725740-b4cf-4314-8c01-9c4093552e03,4.0,2.0,5.0,False,2025-10-13 14:46:36.000000,clpe1410_13725740-b4cf-4314-8c01-9c4093552e03.json
127,sude306,308a8197-63b8-416b-b660-b74f7bc5c843,2.0,5.0,2.0,False,2025-10-10 16:29:39.000000,sude306_308a8197-63b8-416b-b660-b74f7bc5c843.json
128,anma2416,b10a9519-dbfb-44fd-9130-b3e7e891717b,,,,True,2025-10-16 13:48:22.000000,anma2416_b10a9519-dbfb-44fd-9130-b3e7e891717b.json
129,mana12312,14c268a1-3e60-48df-a248-5d9587a03aaa,,,,True,2025-10-16 11:08:11.000000,mana12312_14c268a1-3e60-48df-a248-5d9587a03aaa.json
130,hüan04,1f24ce2f-eb8d-4b40-b160-32d8e798fea0,,,,True,2025-10-09 17:10:20.000000,hüan04_1f24ce2f-eb8d-4b40-b160-32d8e798fea0.json
131,mana12312,4885d06a-9569-4d67-a659-8f75c3c016a6,2.0,4.0,1.0,False,2025-10-15 11:24:37.000000,mana12312_4885d06a-9569-4d67-a659-8f75c3c016a6.json
132,mana12312,1a79235b-c7cf-47f4-9c29-6bdffee63b50,3.0,5.0,2.0,False,2025-10-16 11:10:38.000000,mana12312_1a79235b-c7cf-47f4-9c29-6bdffee63b50.json
133,clpe1410,471b8550-887b-4933-89f7-ce28d3a3536f,5.0,4.0,5.0,False,2025-10-13 15:13:46.000000,clpe1410_471b8550-887b-4933-89f7-ce28d3a3536f.json
134,kauw2915,15caa047-18ff-4842-b62b-f96426127940,1.0,2.0,1.0,False,2025-10-18 17:18:15.455908,kauw2915_15caa047-18ff-4842-b62b-f96426127940.json
135,kauw2915,05e74a4c-7f50-40e5-b396-32acc82ecb99,2.0,3.0,1.0,False,2025-10-18 17:18:15.496430,kauw2915_05e74a4c-7f50-40e5-b396-32acc82ecb99.json
136,mana12312,3bc8f03d-0bfe-4006-b307-32fdb1c92b14,2.0,4.0,2.0,False,2025-10-15 11:21:16.000000,mana12312_3bc8f03d-0bfe-4006-b307-32fdb1c92b14.json
137,hüan04,14761d2c-94ff-41a7-bb3d-7093c3335a58,1.0,6.0,2.0,False,2025-10-09 16:46:18.000000,hüan04_14761d2c-94ff-41a7-bb3d-7093c3335a58.json
138,kauw2915,3bd84b20-2ee1-4411-9060-3f3df340fa80,1.0,1.0,1.0,False,2025-10-15 10:29:52.000000,kauw2915_3bd84b20-2ee1-4411-9060-3f3df340fa80.json
139,anma2416,e1f75f69-ab0b-469a-b575-dde65620a88d,1.0,2.0,1.0,False,2025-10-16 14:03:13.000000,anma2416_e1f75f69-ab0b-469a-b575-dde65620a88d.json
140,kauw2915,1c004b77-6ef5-4311-8428-02ba41df0f46,1.0,4.0,1.0,False,2025-10-18 17:18:15.477982,kauw2915_1c004b77-6ef5-4311-8428-02ba41df0f46.json
141,anma2416,12da45a1-9c40-40b7-a9de-0fecadae7fef,3.0,1.0,2.0,False,2025-10-18 17:18:15.399460,anma2416_12da45a1-9c40-40b7-a9de-0fecadae7fef.json
142,anma2416,c46eb501-7525-42fb-9377-600e218cc4da,3.0,4.0,4.0,False,2025-10-16 13:52:53.000000,anma2416_c46eb501-7525-42fb-9377-600e218cc4da.json
143,hüan04,1e5288d4-3fd9-49aa-a5c7-0d26af01c872,2.0,6.0,3.0,False,2025-10-09 17:08:55.000000,hüan04_1e5288d4-3fd9-49aa-a5c7-0d26af01c872.json
